Site,Sample_Type,Rep,Dilution,Substrate,Time,Absorbance
Soil_1,Soil,2,0.01,D-Xylose,144,1.895
Soil_1,Soil,2,0.01,D-Galacturonic Acid,24,0.076
Soil_1,Soil,2,0.01,D-Galacturonic Acid,48,1.186
Soil_1,Soil,2,0.01,D-Galacturonic Acid,144,1.459
Soil_1,Soil,2,0.01,L-Asparganine,24,0.001
Soil_1,Soil,2,0.01,L-Asparganine,48,2.174
Soil_1,Soil,2,0.01,L-Asparganine,144,2.139
Soil_1,Soil,2,0.01,Tween 40,24,0.205
Soil_1,Soil,2,0.01,Tween 40,48,0.811
Soil_1,Soil,2,0.01,Tween 40,144,2.318
Soil_1,Soil,2,0.01,i-Erythitol,24,0.044
Soil_1,Soil,2,0.01,i-Erythitol,48,0.16
Soil_1,Soil,2,0.01,i-Erythitol,144,1.886
Soil_1,Soil,2,0.01,2-Hydroxy Benzoic Acid,24,0
Soil_1,Soil,2,0.01,2-Hydroxy Benzoic Acid,48,0.254
Soil_1,Soil,2,0.01,2-Hydroxy Benzoic Acid,144,2.248
Soil_1,Soil,2,0.01,L-Phenylalanine,24,0.154
Soil_1,Soil,2,0.01,L-Phenylalanine,48,0.409
Soil_1,Soil,2,0.01,L-Phenylalanine,144,2.152
Soil_1,Soil,2,0.01,Tween 80,24,0.114
Soil_1,Soil,2,0.01,Tween 80,48,1.237
Soil_1,Soil,2,0.01,Tween 80,144,1.729
Soil_1,Soil,2,0.01,D-Mannitol,24,0.03
Soil_1,Soil,2,0.01,D-Mannitol,48,2.127
Soil_1,Soil,2,0.01,D-Mannitol,144,2.346
Soil_1,Soil,2,0.01,4-Hydroxy Benzoic Acid,24,0.1
Soil_1,Soil,2,0.01,4-Hydroxy Benzoic Acid,48,1.259
Soil_1,Soil,2,0.01,4-Hydroxy Benzoic Acid,144,2.182
Soil_1,Soil,2,0.01,L-Serine,24,0.138
Soil_1,Soil,2,0.01,L-Serine,48,1.819
Soil_1,Soil,2,0.01,L-Serine,144,2.292
Soil_1,Soil,2,0.01,α-Cyclodextrin,24,0.184
Soil_1,Soil,2,0.01,α-Cyclodextrin,48,0
Soil_1,Soil,2,0.01,α-Cyclodextrin,144,1.885
Soil_1,Soil,2,0.01,N-Acetyl-D-Glucosamine,24,0.146
Soil_1,Soil,2,0.01,N-Acetyl-D-Glucosamine,48,1.867
Soil_1,Soil,2,0.01,N-Acetyl-D-Glucosamine,144,2.29
Soil_1,Soil,2,0.01,γ-Hydroxybutyric Acid,24,0.216
Soil_1,Soil,2,0.01,γ-Hydroxybutyric Acid,48,0
Soil_1,Soil,2,0.01,γ-Hydroxybutyric Acid,144,0.34
Soil_1,Soil,2,0.01,L-Threonine,24,0.209
Soil_1,Soil,2,0.01,L-Threonine,48,0.511
Soil_1,Soil,2,0.01,L-Threonine,144,1.683
Soil_1,Soil,2,0.01,Glycogen,24,0.315
Soil_1,Soil,2,0.01,Glycogen,48,0.791
Soil_1,Soil,2,0.01,Glycogen,144,2.085
Soil_1,Soil,2,0.01,D-Glucosaminic Acid,24,0.187
Soil_1,Soil,2,0.01,D-Glucosaminic Acid,48,1.154
Soil_1,Soil,2,0.01,D-Glucosaminic Acid,144,2.221
Soil_1,Soil,2,0.01,Itaconic Acid,24,0.185
Soil_1,Soil,2,0.01,Itaconic Acid,48,1.409
Soil_1,Soil,2,0.01,Itaconic Acid,144,1.893
Soil_1,Soil,2,0.01,Glycyl-L-Glutamic Acid,24,0.227
Soil_1,Soil,2,0.01,Glycyl-L-Glutamic Acid,48,0.738
Soil_1,Soil,2,0.01,Glycyl-L-Glutamic Acid,144,1.795
Soil_1,Soil,2,0.01,D-Cellobiose,24,0.155
Soil_1,Soil,2,0.01,D-Cellobiose,48,2.252
Soil_1,Soil,2,0.01,D-Cellobiose,144,2.236
Soil_1,Soil,2,0.01,Glucose-1-Phosphate,24,0.031
Soil_1,Soil,2,0.01,Glucose-1-Phosphate,48,1.222
Soil_1,Soil,2,0.01,Glucose-1-Phosphate,144,1.322
Soil_1,Soil,2,0.01,α-Ketobutyric Acid,24,0.041
Soil_1,Soil,2,0.01,α-Ketobutyric Acid,48,0.244
Soil_1,Soil,2,0.01,α-Ketobutyric Acid,144,0.462
Soil_1,Soil,2,0.01,Phenylethylamine,24,0.038
Soil_1,Soil,2,0.01,Phenylethylamine,48,0.205
Soil_1,Soil,2,0.01,Phenylethylamine,144,2.144
Soil_1,Soil,2,0.01,α-D-Lactose,24,0.003
Soil_1,Soil,2,0.01,α-D-Lactose,48,0.152
Soil_1,Soil,2,0.01,α-D-Lactose,144,1.833
Soil_1,Soil,2,0.01,D.L -α-Glycerol Phosphate,24,0.02
Soil_1,Soil,2,0.01,D.L -α-Glycerol Phosphate,48,0.144
Soil_1,Soil,2,0.01,D.L -α-Glycerol Phosphate,144,0.082
Soil_1,Soil,2,0.01,D-Mallic Acid,24,0.005
Soil_1,Soil,2,0.01,D-Mallic Acid,48,0.846
Soil_1,Soil,2,0.01,D-Mallic Acid,144,0.95
Soil_1,Soil,2,0.01,Putrescine,24,0.006
Soil_1,Soil,2,0.01,Putrescine,48,0.673
Soil_1,Soil,2,0.01,Putrescine,144,0.81
Soil_1,Soil,2,0.1,Water,24,0
Soil_1,Soil,2,0.1,Water,48,0
Soil_1,Soil,2,0.1,Water,144,0
Soil_1,Soil,2,0.1,β-Methyl-D- Glucoside,24,0.01
Soil_1,Soil,2,0.1,β-Methyl-D- Glucoside,48,0.418
Soil_1,Soil,2,0.1,β-Methyl-D- Glucoside,144,0.545
Soil_1,Soil,2,0.1,D-Galactonic Acid γ-Lactone,24,0.07
Soil_1,Soil,2,0.1,D-Galactonic Acid γ-Lactone,48,0.379
Soil_1,Soil,2,0.1,D-Galactonic Acid γ-Lactone,144,0.674
Soil_1,Soil,2,0.1,L-Arginine,24,0.003
Soil_1,Soil,2,0.1,L-Arginine,48,0.825
Soil_1,Soil,2,0.1,L-Arginine,144,0.981
Soil_1,Soil,2,0.1,Pyruvic Acid Methyl Ester,24,0
Soil_1,Soil,2,0.1,Pyruvic Acid Methyl Ester,48,0.511
Soil_1,Soil,2,0.1,Pyruvic Acid Methyl Ester,144,0.785
Soil_1,Soil,2,0.1,D-Xylose,24,0
Soil_1,Soil,2,0.1,D-Xylose,48,0.74
Soil_1,Soil,2,0.1,D-Xylose,144,1.017
Soil_1,Soil,2,0.1,D-Galacturonic Acid,24,0.016
Soil_1,Soil,2,0.1,D-Galacturonic Acid,48,0.831
Soil_1,Soil,2,0.1,D-Galacturonic Acid,144,0.998
Soil_1,Soil,2,0.1,L-Asparganine,24,0.037
Soil_1,Soil,2,0.1,L-Asparganine,48,1.084
Soil_1,Soil,2,0.1,L-Asparganine,144,1.424
Soil_1,Soil,2,0.1,Tween 40,24,0
Soil_1,Soil,2,0.1,Tween 40,48,0
Soil_1,Soil,2,0.1,Tween 40,144,0.651
Soil_1,Soil,2,0.1,i-Erythitol,24,0.001
Soil_1,Soil,2,0.1,i-Erythitol,48,0.814
Soil_1,Soil,2,0.1,i-Erythitol,144,1.082
Soil_1,Soil,2,0.1,2-Hydroxy Benzoic Acid,24,0.099
Soil_1,Soil,2,0.1,2-Hydroxy Benzoic Acid,48,0.561
Soil_1,Soil,2,0.1,2-Hydroxy Benzoic Acid,144,1.312
Soil_1,Soil,2,0.1,L-Phenylalanine,24,0.153
Soil_1,Soil,2,0.1,L-Phenylalanine,48,0.936
Soil_1,Soil,2,0.1,L-Phenylalanine,144,1.24
Soil_1,Soil,2,0.1,Tween 80,24,0.138
Soil_1,Soil,2,0.1,Tween 80,48,0.541
Soil_1,Soil,2,0.1,Tween 80,144,1.257
Soil_1,Soil,2,0.1,D-Mannitol,24,0.032
Soil_1,Soil,2,0.1,D-Mannitol,48,0.83
Soil_1,Soil,2,0.1,D-Mannitol,144,1.35
Soil_1,Soil,2,0.1,4-Hydroxy Benzoic Acid,24,0.179
Soil_1,Soil,2,0.1,4-Hydroxy Benzoic Acid,48,0.798
Soil_1,Soil,2,0.1,4-Hydroxy Benzoic Acid,144,1.256
Soil_1,Soil,2,0.1,L-Serine,24,0.185
Soil_1,Soil,2,0.1,L-Serine,48,0.967
Soil_1,Soil,2,0.1,L-Serine,144,1.433
Soil_1,Soil,2,0.1,α-Cyclodextrin,24,0
Soil_1,Soil,2,0.1,α-Cyclodextrin,48,0.522
Soil_1,Soil,2,0.1,α-Cyclodextrin,144,0.556
Soil_1,Soil,2,0.1,N-Acetyl-D-Glucosamine,24,0.179
Soil_1,Soil,2,0.1,N-Acetyl-D-Glucosamine,48,0.837
Soil_1,Soil,2,0.1,N-Acetyl-D-Glucosamine,144,1.291
Soil_1,Soil,2,0.1,γ-Hydroxybutyric Acid,24,0.233
Soil_1,Soil,2,0.1,γ-Hydroxybutyric Acid,48,1.098
Soil_1,Soil,2,0.1,γ-Hydroxybutyric Acid,144,1.191
Soil_1,Soil,2,0.1,L-Threonine,24,0.066
Soil_1,Soil,2,0.1,L-Threonine,48,0.844
Soil_1,Soil,2,0.1,L-Threonine,144,1.241
Soil_1,Soil,2,0.1,Glycogen,24,0.026
Soil_1,Soil,2,0.1,Glycogen,48,0
Soil_1,Soil,2,0.1,Glycogen,144,0
Soil_1,Soil,2,0.1,D-Glucosaminic Acid,24,0
Soil_1,Soil,2,0.1,D-Glucosaminic Acid,48,0.864
Soil_1,Soil,2,0.1,D-Glucosaminic Acid,144,1.356
Soil_1,Soil,2,0.1,Itaconic Acid,24,0.059
Soil_1,Soil,2,0.1,Itaconic Acid,48,0.886
Soil_1,Soil,2,0.1,Itaconic Acid,144,1.524
Soil_1,Soil,2,0.1,Glycyl-L-Glutamic Acid,24,0.277
Soil_1,Soil,2,0.1,Glycyl-L-Glutamic Acid,48,0.72
Soil_1,Soil,2,0.1,Glycyl-L-Glutamic Acid,144,0.983
Soil_1,Soil,2,0.1,D-Cellobiose,24,0.002
Soil_1,Soil,2,0.1,D-Cellobiose,48,0.696
Soil_1,Soil,2,0.1,D-Cellobiose,144,1.233
Soil_1,Soil,2,0.1,Glucose-1-Phosphate,24,0.086
Soil_1,Soil,2,0.1,Glucose-1-Phosphate,48,0.735
Soil_1,Soil,2,0.1,Glucose-1-Phosphate,144,0.94
Soil_1,Soil,2,0.1,α-Ketobutyric Acid,24,0.004
Soil_1,Soil,2,0.1,α-Ketobutyric Acid,48,0.748
Soil_1,Soil,2,0.1,α-Ketobutyric Acid,144,0.942
Soil_1,Soil,2,0.1,Phenylethylamine,24,0.031
Soil_1,Soil,2,0.1,Phenylethylamine,48,0
Soil_1,Soil,2,0.1,Phenylethylamine,144,0
Soil_1,Soil,2,0.1,α-D-Lactose,24,0
Soil_1,Soil,2,0.1,α-D-Lactose,48,0.416
Soil_1,Soil,2,0.1,α-D-Lactose,144,0.59
Soil_1,Soil,2,0.1,D.L -α-Glycerol Phosphate,24,0.005
Soil_1,Soil,2,0.1,D.L -α-Glycerol Phosphate,48,0.41
Soil_1,Soil,2,0.1,D.L -α-Glycerol Phosphate,144,0.491
Soil_1,Soil,2,0.1,D-Mallic Acid,24,0
Soil_1,Soil,2,0.1,D-Mallic Acid,48,0.519
Soil_1,Soil,2,0.1,D-Mallic Acid,144,0.629
Soil_1,Soil,2,0.1,Putrescine,24,0
Soil_1,Soil,2,0.1,Putrescine,48,0.514
Soil_1,Soil,2,0.1,Putrescine,144,0.611
Soil_1,Soil,3,0.001,Water,24,0
Soil_1,Soil,3,0.001,Water,48,0
Soil_1,Soil,3,0.001,Water,144,0
Soil_1,Soil,3,0.001,β-Methyl-D- Glucoside,24,0.181
Soil_1,Soil,3,0.001,β-Methyl-D- Glucoside,48,1.676
Soil_1,Soil,3,0.001,β-Methyl-D- Glucoside,144,1.546
Soil_1,Soil,3,0.001,D-Galactonic Acid γ-Lactone,24,1.242
Soil_1,Soil,3,0.001,D-Galactonic Acid γ-Lactone,48,0.994
Soil_1,Soil,3,0.001,D-Galactonic Acid γ-Lactone,144,1.002
Soil_1,Soil,3,0.001,L-Arginine,24,1.936
Soil_1,Soil,3,0.001,L-Arginine,48,2.547
Soil_1,Soil,3,0.001,L-Arginine,144,2.447
Soil_1,Soil,3,0.001,Pyruvic Acid Methyl Ester,24,1.201
Soil_1,Soil,3,0.001,Pyruvic Acid Methyl Ester,48,1.633
Soil_1,Soil,3,0.001,Pyruvic Acid Methyl Ester,144,2.981
Soil_1,Soil,3,0.001,D-Xylose,24,0.112
Soil_1,Soil,3,0.001,D-Xylose,48,0.676
Soil_1,Soil,3,0.001,D-Xylose,144,2.637
Soil_1,Soil,3,0.001,D-Galacturonic Acid,24,0.433
Soil_1,Soil,3,0.001,D-Galacturonic Acid,48,1.34
Soil_1,Soil,3,0.001,D-Galacturonic Acid,144,1.033
Soil_1,Soil,3,0.001,L-Asparganine,24,2.65
Soil_1,Soil,3,0.001,L-Asparganine,48,2.687
Soil_1,Soil,3,0.001,L-Asparganine,144,2.587
Soil_1,Soil,3,0.001,Tween 40,24,0.84
Soil_1,Soil,3,0.001,Tween 40,48,1.278
Soil_1,Soil,3,0.001,Tween 40,144,2.09
Soil_1,Soil,3,0.001,i-Erythitol,24,0.073
Soil_1,Soil,3,0.001,i-Erythitol,48,0.286
Soil_1,Soil,3,0.001,i-Erythitol,144,2.372
Soil_1,Soil,3,0.001,2-Hydroxy Benzoic Acid,24,0.086
Soil_1,Soil,3,0.001,2-Hydroxy Benzoic Acid,48,0.012
Soil_1,Soil,3,0.001,2-Hydroxy Benzoic Acid,144,1.887
Soil_1,Soil,3,0.001,L-Phenylalanine,24,0.057
Soil_1,Soil,3,0.001,L-Phenylalanine,48,0.26
Soil_1,Soil,3,0.001,L-Phenylalanine,144,2.666
Soil_1,Soil,3,0.001,Tween 80,24,1.015
Soil_1,Soil,3,0.001,Tween 80,48,1.417
Soil_1,Soil,3,0.001,Tween 80,144,2.385
Soil_1,Soil,3,0.001,D-Mannitol,24,0.808
Soil_1,Soil,3,0.001,D-Mannitol,48,2.682
Soil_1,Soil,3,0.001,D-Mannitol,144,3.116
Soil_1,Soil,3,0.001,4-Hydroxy Benzoic Acid,24,0.43
Soil_1,Soil,3,0.001,4-Hydroxy Benzoic Acid,48,1.547
Soil_1,Soil,3,0.001,4-Hydroxy Benzoic Acid,144,2.331
Soil_1,Soil,3,0.001,L-Serine,24,1.356
Soil_1,Soil,3,0.001,L-Serine,48,1.848
Soil_1,Soil,3,0.001,L-Serine,144,1.664
Soil_1,Soil,3,0.001,α-Cyclodextrin,24,0.088
Soil_1,Soil,3,0.001,α-Cyclodextrin,48,0.456
Soil_1,Soil,3,0.001,α-Cyclodextrin,144,2.617
Soil_1,Soil,3,0.001,N-Acetyl-D-Glucosamine,24,0.656
Soil_1,Soil,3,0.001,N-Acetyl-D-Glucosamine,48,2.188
Soil_1,Soil,3,0.001,N-Acetyl-D-Glucosamine,144,2.353
Soil_1,Soil,3,0.001,γ-Hydroxybutyric Acid,24,0.487
Soil_1,Soil,3,0.001,γ-Hydroxybutyric Acid,48,0.527
Soil_1,Soil,3,0.001,γ-Hydroxybutyric Acid,144,0.553
Soil_1,Soil,3,0.001,L-Threonine,24,0.03
Soil_1,Soil,3,0.001,L-Threonine,48,0.085
Soil_1,Soil,3,0.001,L-Threonine,144,2.512
Soil_1,Soil,3,0.001,Glycogen,24,0.166
Soil_1,Soil,3,0.001,Glycogen,48,1.078
Soil_1,Soil,3,0.001,Glycogen,144,2.407
Soil_1,Soil,3,0.001,D-Glucosaminic Acid,24,0.407
Soil_1,Soil,3,0.001,D-Glucosaminic Acid,48,1.045
Soil_1,Soil,3,0.001,D-Glucosaminic Acid,144,2.434
Soil_1,Soil,3,0.001,Itaconic Acid,24,0.518
Soil_1,Soil,3,0.001,Itaconic Acid,48,1.183
Soil_1,Soil,3,0.001,Itaconic Acid,144,2.387
Soil_1,Soil,3,0.001,Glycyl-L-Glutamic Acid,24,0.05
Soil_1,Soil,3,0.001,Glycyl-L-Glutamic Acid,48,0.215
Soil_1,Soil,3,0.001,Glycyl-L-Glutamic Acid,144,2.299
Soil_1,Soil,3,0.001,D-Cellobiose,24,0.21
Soil_1,Soil,3,0.001,D-Cellobiose,48,2.324
Soil_1,Soil,3,0.001,D-Cellobiose,144,2.73
Soil_1,Soil,3,0.001,Glucose-1-Phosphate,24,0.063
Soil_1,Soil,3,0.001,Glucose-1-Phosphate,48,1.354
Soil_1,Soil,3,0.001,Glucose-1-Phosphate,144,2.34
Soil_1,Soil,3,0.001,α-Ketobutyric Acid,24,0.055
Soil_1,Soil,3,0.001,α-Ketobutyric Acid,48,0
Soil_1,Soil,3,0.001,α-Ketobutyric Acid,144,2.028
Soil_1,Soil,3,0.001,Phenylethylamine,24,0.15
Soil_1,Soil,3,0.001,Phenylethylamine,48,0.313
Soil_1,Soil,3,0.001,Phenylethylamine,144,2.358
Soil_1,Soil,3,0.001,α-D-Lactose,24,0.012
Soil_1,Soil,3,0.001,α-D-Lactose,48,0.087
Soil_1,Soil,3,0.001,α-D-Lactose,144,2.343
Soil_1,Soil,3,0.001,D.L -α-Glycerol Phosphate,24,0.164
Soil_1,Soil,3,0.001,D.L -α-Glycerol Phosphate,48,0.336
Soil_1,Soil,3,0.001,D.L -α-Glycerol Phosphate,144,0.415
Soil_1,Soil,3,0.001,D-Mallic Acid,24,0.051
Soil_1,Soil,3,0.001,D-Mallic Acid,48,0.153
Soil_1,Soil,3,0.001,D-Mallic Acid,144,1.446
Soil_1,Soil,3,0.001,Putrescine,24,0.766
Soil_1,Soil,3,0.001,Putrescine,48,1.087
Soil_1,Soil,3,0.001,Putrescine,144,1.369
Soil_1,Soil,3,0.01,Water,24,0
Soil_1,Soil,3,0.01,Water,48,0
Soil_1,Soil,3,0.01,Water,144,0
Soil_1,Soil,3,0.01,β-Methyl-D- Glucoside,24,0.441
Soil_1,Soil,3,0.01,β-Methyl-D- Glucoside,48,1.161
Soil_1,Soil,3,0.01,β-Methyl-D- Glucoside,144,0.928
Soil_1,Soil,3,0.01,D-Galactonic Acid γ-Lactone,24,0.93
Soil_1,Soil,3,0.01,D-Galactonic Acid γ-Lactone,48,0.986
Soil_1,Soil,3,0.01,D-Galactonic Acid γ-Lactone,144,1.781
Soil_1,Soil,3,0.01,L-Arginine,24,1.855
Soil_1,Soil,3,0.01,L-Arginine,48,2.026
Soil_1,Soil,3,0.01,L-Arginine,144,1.885
Soil_1,Soil,3,0.01,Pyruvic Acid Methyl Ester,24,1.335
Soil_1,Soil,3,0.01,Pyruvic Acid Methyl Ester,48,1.841
Soil_1,Soil,3,0.01,Pyruvic Acid Methyl Ester,144,2.166
Soil_1,Soil,3,0.01,D-Xylose,24,0.769
Soil_1,Soil,3,0.01,D-Xylose,48,1.403
Soil_1,Soil,3,0.01,D-Xylose,144,2.016
Soil_1,Soil,3,0.01,D-Galacturonic Acid,24,0.991
Soil_1,Soil,3,0.01,D-Galacturonic Acid,48,1.624
Soil_1,Soil,3,0.01,D-Galacturonic Acid,144,1.685
Soil_1,Soil,3,0.01,L-Asparganine,24,2.144
Soil_1,Soil,3,0.01,L-Asparganine,48,2.138
Soil_1,Soil,3,0.01,L-Asparganine,144,2.235
Soil_1,Soil,3,0.01,Tween 40,24,1.317
Soil_1,Soil,3,0.01,Tween 40,48,1.729
Soil_1,Soil,3,0.01,Tween 40,144,2.516
Soil_1,Soil,3,0.01,i-Erythitol,24,0
Soil_1,Soil,3,0.01,i-Erythitol,48,0
Soil_1,Soil,3,0.01,i-Erythitol,144,1.357
Soil_1,Soil,3,0.01,2-Hydroxy Benzoic Acid,24,0
Soil_1,Soil,3,0.01,2-Hydroxy Benzoic Acid,48,0
Soil_1,Soil,3,0.01,2-Hydroxy Benzoic Acid,144,1.52
Soil_1,Soil,3,0.01,L-Phenylalanine,24,0.13
Soil_1,Soil,3,0.01,L-Phenylalanine,48,0.577
Soil_1,Soil,3,0.01,L-Phenylalanine,144,2.416
Soil_1,Soil,3,0.01,Tween 80,24,0.383
Soil_1,Soil,3,0.01,Tween 80,48,0.755
Soil_1,Soil,3,0.01,Tween 80,144,1.821
Soil_1,Soil,3,0.01,D-Mannitol,24,1.304
Soil_1,Soil,3,0.01,D-Mannitol,48,2.139
Soil_1,Soil,3,0.01,D-Mannitol,144,2.382
Soil_1,Soil,3,0.01,4-Hydroxy Benzoic Acid,24,1.046
Soil_1,Soil,3,0.01,4-Hydroxy Benzoic Acid,48,2.017
Soil_1,Soil,3,0.01,4-Hydroxy Benzoic Acid,144,2.45
Soil_1,Soil,3,0.01,L-Serine,24,1.833
Soil_1,Soil,3,0.01,L-Serine,48,2.217
Soil_1,Soil,3,0.01,L-Serine,144,2.239
Soil_1,Soil,3,0.01,α-Cyclodextrin,24,0
Soil_1,Soil,3,0.01,α-Cyclodextrin,48,0.117
Soil_1,Soil,3,0.01,α-Cyclodextrin,144,1.845
Soil_1,Soil,3,0.01,N-Acetyl-D-Glucosamine,24,1.047
Soil_1,Soil,3,0.01,N-Acetyl-D-Glucosamine,48,2.026
Soil_1,Soil,3,0.01,N-Acetyl-D-Glucosamine,144,2.298
Soil_1,Soil,3,0.01,γ-Hydroxybutyric Acid,24,1.117
Soil_1,Soil,3,0.01,γ-Hydroxybutyric Acid,48,1.326
Soil_1,Soil,3,0.01,γ-Hydroxybutyric Acid,144,1.469
Soil_1,Soil,3,0.01,L-Threonine,24,0
Soil_1,Soil,3,0.01,L-Threonine,48,0.248
Soil_1,Soil,3,0.01,L-Threonine,144,1.99
Soil_1,Soil,3,0.01,Glycogen,24,0.405
Soil_1,Soil,3,0.01,Glycogen,48,1.167
Soil_1,Soil,3,0.01,Glycogen,144,1.933
Soil_1,Soil,3,0.01,D-Glucosaminic Acid,24,0.333
Soil_1,Soil,3,0.01,D-Glucosaminic Acid,48,1.179
Soil_1,Soil,3,0.01,D-Glucosaminic Acid,144,2.205
Soil_1,Soil,3,0.01,Itaconic Acid,24,0.672
Soil_1,Soil,3,0.01,Itaconic Acid,48,1.618
Soil_1,Soil,3,0.01,Itaconic Acid,144,2.04
Soil_1,Soil,3,0.01,Glycyl-L-Glutamic Acid,24,0.63
Soil_1,Soil,3,0.01,Glycyl-L-Glutamic Acid,48,0.907
Soil_1,Soil,3,0.01,Glycyl-L-Glutamic Acid,144,2.369
Soil_1,Soil,3,0.01,D-Cellobiose,24,0.311
Soil_1,Soil,3,0.01,D-Cellobiose,48,1.943
Soil_1,Soil,3,0.01,D-Cellobiose,144,2.177
Soil_1,Soil,3,0.01,Glucose-1-Phosphate,24,0.163
Soil_1,Soil,3,0.01,Glucose-1-Phosphate,48,0.877
Soil_1,Soil,3,0.01,Glucose-1-Phosphate,144,1.06
Soil_1,Soil,3,0.01,α-Ketobutyric Acid,24,0.06
Soil_1,Soil,3,0.01,α-Ketobutyric Acid,48,0.173
Soil_1,Soil,3,0.01,α-Ketobutyric Acid,144,1.851
Soil_1,Soil,3,0.01,Phenylethylamine,24,0
Soil_1,Soil,3,0.01,Phenylethylamine,48,0.966
Soil_1,Soil,3,0.01,Phenylethylamine,144,1.684
Soil_1,Soil,3,0.01,α-D-Lactose,24,0.175
Soil_1,Soil,3,0.01,α-D-Lactose,48,0.378
Soil_1,Soil,3,0.01,α-D-Lactose,144,1.994
Soil_1,Soil,3,0.01,D.L -α-Glycerol Phosphate,24,0.247
Soil_1,Soil,3,0.01,D.L -α-Glycerol Phosphate,48,0.161
Soil_1,Soil,3,0.01,D.L -α-Glycerol Phosphate,144,0.309
Soil_1,Soil,3,0.01,D-Mallic Acid,24,0
Soil_1,Soil,3,0.01,D-Mallic Acid,48,0.606
Soil_1,Soil,3,0.01,D-Mallic Acid,144,1.704
Soil_1,Soil,3,0.01,Putrescine,24,0.776
Soil_1,Soil,3,0.01,Putrescine,48,0.958
Soil_1,Soil,3,0.01,Putrescine,144,1.233
Soil_1,Soil,3,0.1,Water,24,0
Soil_1,Soil,3,0.1,Water,48,0
Soil_1,Soil,3,0.1,Water,144,0
Soil_1,Soil,3,0.1,β-Methyl-D- Glucoside,24,0.556
Soil_1,Soil,3,0.1,β-Methyl-D- Glucoside,48,0.782
Soil_1,Soil,3,0.1,β-Methyl-D- Glucoside,144,0.83
Soil_1,Soil,3,0.1,D-Galactonic Acid γ-Lactone,24,0.637
Soil_1,Soil,3,0.1,D-Galactonic Acid γ-Lactone,48,0.715
Soil_1,Soil,3,0.1,D-Galactonic Acid γ-Lactone,144,0.721
Soil_1,Soil,3,0.1,L-Arginine,24,1.12
Soil_1,Soil,3,0.1,L-Arginine,48,1.156
Soil_1,Soil,3,0.1,L-Arginine,144,1.297
Soil_1,Soil,3,0.1,Pyruvic Acid Methyl Ester,24,0.652
Soil_1,Soil,3,0.1,Pyruvic Acid Methyl Ester,48,0.873
Soil_1,Soil,3,0.1,Pyruvic Acid Methyl Ester,144,1.09
Soil_1,Soil,3,0.1,D-Xylose,24,0.666
Soil_1,Soil,3,0.1,D-Xylose,48,0.951
Soil_1,Soil,3,0.1,D-Xylose,144,1.184
Soil_1,Soil,3,0.1,D-Galacturonic Acid,24,0.946
Soil_1,Soil,3,0.1,D-Galacturonic Acid,48,1.154
Soil_1,Soil,3,0.1,D-Galacturonic Acid,144,1.596
Soil_1,Soil,3,0.1,L-Asparganine,24,1.457
Soil_1,Soil,3,0.1,L-Asparganine,48,1.524
Soil_1,Soil,3,0.1,L-Asparganine,144,1.746
Soil_1,Soil,3,0.1,Tween 40,24,0.34
Soil_1,Soil,3,0.1,Tween 40,48,0.486
Soil_1,Soil,3,0.1,Tween 40,144,0.928
Soil_1,Soil,3,0.1,i-Erythitol,24,0.587
Soil_1,Soil,3,0.1,i-Erythitol,48,0.683
Soil_1,Soil,3,0.1,i-Erythitol,144,1.457
Soil_1,Soil,3,0.1,2-Hydroxy Benzoic Acid,24,0.484
Soil_1,Soil,3,0.1,2-Hydroxy Benzoic Acid,48,0.55
Soil_1,Soil,3,0.1,2-Hydroxy Benzoic Acid,144,1.444
Soil_1,Soil,3,0.1,L-Phenylalanine,24,0.672
Soil_1,Soil,3,0.1,L-Phenylalanine,48,0.993
Soil_1,Soil,3,0.1,L-Phenylalanine,144,1.745
Soil_1,Soil,3,0.1,Tween 80,24,0.755
Soil_1,Soil,3,0.1,Tween 80,48,0.975
Soil_1,Soil,3,0.1,Tween 80,144,1.657
Soil_1,Soil,3,0.1,D-Mannitol,24,1.132
Soil_1,Soil,3,0.1,D-Mannitol,48,1.394
Soil_1,Soil,3,0.1,D-Mannitol,144,1.704
Soil_1,Soil,3,0.1,4-Hydroxy Benzoic Acid,24,0.666
Soil_1,Soil,3,0.1,4-Hydroxy Benzoic Acid,48,1.218
Soil_1,Soil,3,0.1,4-Hydroxy Benzoic Acid,144,0
Soil_1,Soil,3,0.1,L-Serine,24,1.24
Soil_1,Soil,3,0.1,L-Serine,48,1.636
Soil_1,Soil,3,0.1,L-Serine,144,0
Soil_1,Soil,3,0.1,α-Cyclodextrin,24,0.316
Soil_1,Soil,3,0.1,α-Cyclodextrin,48,0.615
Soil_1,Soil,3,0.1,α-Cyclodextrin,144,0.765
Soil_1,Soil,3,0.1,N-Acetyl-D-Glucosamine,24,0.823
Soil_1,Soil,3,0.1,N-Acetyl-D-Glucosamine,48,1.242
Soil_1,Soil,3,0.1,N-Acetyl-D-Glucosamine,144,1.804
Soil_1,Soil,3,0.1,γ-Hydroxybutyric Acid,24,0
Soil_1,Soil,3,0.1,γ-Hydroxybutyric Acid,48,0
Soil_1,Soil,3,0.1,γ-Hydroxybutyric Acid,144,0
Soil_1,Soil,3,0.1,L-Threonine,24,0.685
Soil_1,Soil,3,0.1,L-Threonine,48,0.825
Soil_1,Soil,3,0.1,L-Threonine,144,1.705
Soil_1,Soil,3,0.1,Glycogen,24,0.582
