population,topography,substrate,emergence
whitedome,GRADUAL,plant,TRUE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,TRUE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,TRUE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,TRUE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,TRUE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,STEEP,cryptobiotic,TRUE
whitedome,STEEP,large gravel,TRUE
whitedome,STEEP,small gravel,TRUE
whitedome,STEEP,gypsum,FALSE
whitedome,STEEP,plant,FALSE
whitedome,STEEP,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,TRUE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,FALSE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,TRUE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,FALSE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,TRUE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,FALSE
whitedome,FLAT,gypsum,TRUE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,TRUE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,TRUE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,TRUE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,TRUE
whitedome,GRADUAL,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,FALSE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,STEEP,cryptobiotic,TRUE
whitedome,STEEP,large gravel,TRUE
whitedome,STEEP,small gravel,TRUE
whitedome,STEEP,gypsum,FALSE
whitedome,STEEP,plant,FALSE
whitedome,STEEP,bare soil,FALSE
whitedome,GRADUAL,cryptobiotic,TRUE
whitedome,GRADUAL,large gravel,TRUE
whitedome,GRADUAL,small gravel,TRUE
whitedome,GRADUAL,gypsum,FALSE
whitedome,GRADUAL,plant,FALSE
whitedome,GRADUAL,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
whitedome,FLAT,cryptobiotic,TRUE
whitedome,FLAT,large gravel,TRUE
whitedome,FLAT,small gravel,TRUE
whitedome,FLAT,gypsum,FALSE
whitedome,FLAT,plant,FALSE
whitedome,FLAT,bare soil,FALSE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,FALSE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,FALSE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,FALSE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,FALSE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,TRUE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,FALSE
redbluffs,STEEP,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,TRUE
redbluffs,GRADUAL,plant,FALSE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,TRUE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,TRUE
redbluffs,STEEP,bare soil,TRUE
redbluffs,STEEP,cryptobiotic,FALSE
redbluffs,STEEP,large gravel,TRUE
redbluffs,STEEP,small gravel,TRUE
redbluffs,STEEP,gypsum,TRUE
redbluffs,STEEP,plant,TRUE
redbluffs,STEEP,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,TRUE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
redbluffs,GRADUAL,gypsum,FALSE
redbluffs,GRADUAL,plant,TRUE
redbluffs,GRADUAL,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,TRUE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,FALSE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,FALSE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,FLAT,cryptobiotic,FALSE
redbluffs,FLAT,large gravel,TRUE
redbluffs,FLAT,small gravel,TRUE
redbluffs,FLAT,gypsum,FALSE
redbluffs,FLAT,plant,FALSE
redbluffs,FLAT,bare soil,TRUE
redbluffs,GRADUAL,cryptobiotic,FALSE
redbluffs,GRADUAL,large gravel,TRUE
redbluffs,GRADUAL,small gravel,TRUE
